Unnamed: 0,battery_id,Cycle,RUL,RUL_diff,SOH,SOH_diff,ambient_temperature,Rct,discharge_current,discharge_voltage,charge_time,charge_time_diff,discharge_time,discharge_time_diff,max_temp_c,max_temp_c_diff,time_c,max_temp_d,max_temp_d_diff,time_d,Capacity
26,B0005,27,75,-1,97.71308478,-0.62216294,24,0.071029093,2,2.7,10617.375,538.656,3271.344,-20.843,28.58995412,-0.04345297,3385.047,37.9821608,-0.29333499,3291.157,
27,B0005,28,74,-1,97.75284086,0.03975608,24,0.071930299,2,2.7,10564.157,-53.218,3272.672,1.328,28.50176643,-0.08818769,3385.969,38.11100192,0.12884112,3292.609,
28,B0005,29,73,-1,97.70975921,-0.04308165,24,0.07288827,2,2.7,10143.984,-420.173,3270.922,-1.75,28.53089771,0.02913128,3388.203,38.18831138,0.07730946,3290.688,
29,B0005,30,72,-1,97.1062688,-0.60349041,24,0.072786824,2,2.7,10790.453,646.469,3250.922,-20,28.57765855,0.04676084,3363.313,37.99854112,-0.18977026,3270.734,
30,B0005,31,71,-1,97.17690623,0.07063743,24,0.069404082,2,2.7,10442.891,-347.562,3253.234,2.312,28.95966445,0.3820059,3387.938,38.19420165,0.19566053,3273.156,
31,B0005,32,70,-1,99.74764875,2.57074252,24,0.070410833,2,2.7,10113.656,-329.235,3326.578,73.344,28.98870802,0.02904357,3397.484,38.457964,0.26376235,3345.656,
32,B0005,33,69,-1,98.61116349,-1.13648526,24,0.06870142,2,2.7,10137.89,24.234,3289.187,-37.391,29.09604069,0.10733267,3380.937,38.49126352,0.03329952,3298.703,
33,B0005,34,68,-1,98.02943389,-0.5817296,24,0.067828515,2,2.7,10651.657,513.767,3270.172,-19.015,28.80117204,-0.29486865,3340.25,38.31473393,-0.17652959,3279.703,
34,B0005,35,67,-1,97.45867079,-0.5707631,24,0.06903863,2,2.7,10032.485,-619.172,3251.391,-18.781,28.45707571,-0.34409633,3322.547,37.86193464,-0.45279929,3251.391,
35,B0005,36,66,-1,97.20560906,-0.25306173,24,0.0697113,2,2.7,10574.297,541.812,3243.015,-8.376,28.65264667,0.19557096,3269.39,37.90665576,0.04472112,3252.515,
36,B0005,37,65,-1,96.92374131,-0.28186775,24,0.069133436,2,2.7,10461.735,-112.562,3233.172,-9.843,28.89882404,0.24617737,3297.922,38.34003239,0.43337663,3242.719,
37,B0005,38,64,-1,96.33478867,-0.58895264,24,0.068522152,2,2.7,9993.062,-468.673,3213.969,-19.203,28.63351342,-0.26531062,3237.031,38.07459506,-0.26543733,3233,
38,B0005,39,63,-1,96.03744299,-0.29734568,24,0.069468969,2,2.7,10602.281,609.219,3204.25,-9.719,28.47351286,-0.16000056,3260.812,38.07252758,-0.00206748,3213.813,
39,B0005,40,62,-1,95.50475247,-0.53269052,24,0.069349169,2,2.7,10667.969,65.688,3186.406,-17.844,28.25409622,-0.21941664,3239.922,37.80133585,-0.27119173,3195.937,
40,B0005,41,61,-1,95.50497004,0.00021757,24,0.069549836,2,2.7,10504.781,-163.188,3185.766,-0.64,28.7817612,0.52766498,3201.421,38.39873985,0.597404,3195.469,
41,B0005,42,60,-1,95.22672176,-0.27824828,24,0.064882972,2,2.7,10246.781,-258,3176.766,-9,29.23971116,0.45794996,3209.453,38.74929238,0.35055253,3186.407,
42,B0005,43,59,-1,94.92739087,-0.29933089,24,0.06859813,2,2.7,10166.219,-80.562,3166.922,-9.844,29.20215112,-0.03756004,3198.719,38.87275465,0.12346227,3176.625,
43,B0005,44,58,-1,95.21299593,0.28560506,24,0.068160104,2,2.7,10804.922,638.703,3187.984,21.062,28.99486608,-0.20728504,3190.875,38.50354143,-0.36921322,3207.812,
44,B0005,45,57,-1,94.94642086,-0.26657507,24,0.067722078,2,2.7,10758.985,-45.937,3167.671,-20.313,28.68937975,-0.30548633,3164.203,38.27009095,-0.23345048,3177.171,
45,B0005,46,56,-1,94.35725055,-0.58917031,24,0.069142729,2,2.7,10317.515,-441.47,3148.359,-19.312,28.49879598,-0.19058377,3155.562,38.11684755,-0.1532434,3167.64,
46,B0005,47,55,-1,93.8250152,-0.53223535,24,0.068982779,2,2.7,10805.734,488.219,3130.281,-18.078,28.47990799,-0.01888799,3133.14,38.04152715,-0.0753204,3139.953,
47,B0005,48,54,-1,93.51484592,-0.31016928,24,0.068471341,2,2.7,9946.391,-859.343,3120.219,-10.062,29.03785527,0.55794728,3107.094,38.17980302,0.13827587,3129.859,
48,B0005,49,53,-1,96.61385231,3.09900639,24,0.067959902,2,2.7,10063.547,117.156,3223.297,103.078,31.18771774,2.14986247,3320.735,40.71218199,2.53237897,3242.437,
49,B0005,50,52,-1,96.05176972,-0.56208259,24,0.068956429,2,2.7,10376.172,312.625,3204.657,-18.64,30.58205646,-0.60566128,3265.25,39.88526123,-0.82692076,3214.125,
50,B0005,51,51,-1,95.19936348,-0.85240624,24,0.068909569,2,2.7,9756.859,-619.313,3176.516,-28.141,29.82743734,-0.75461912,3211.609,39.18287353,-0.7023877,3195.516,
51,B0005,52,50,-1,94.64205172,-0.55731176,24,0.069772556,2,2.7,10610.906,854.047,3158.156,-18.36,29.51075649,-0.31668085,3170.531,38.9515648,-0.23130873,3167.906,
52,B0005,53,49,-1,94.0954729,-0.54657882,24,0.068768092,2,2.7,9978.078,-632.828,3139.781,-18.375,29.2426127,-0.26814379,3168.906,38.60751076,-0.34405404,3149.516,
53,B0005,54,48,-1,93.81788593,-0.27758697,24,0.067315147,2,2.7,10246.984,268.906,3130.359,-9.422,29.46211881,0.21950611,3119.141,38.9203599,0.31284914,3140.047,
54,B0005,55,47,-1,93.53268361,-0.28520232,24,0.068415892,2,2.7,10437.047,190.063,3120.796,-9.563,29.50834432,0.04622551,3131.375,39.23273115,0.31237125,3140.125,
55,B0005,56,46,-1,92.98860335,-0.54408026,24,0.067779351,2,2.7,10805.828,368.781,3102.782,-18.014,29.37456127,-0.13378305,3122.422,38.96492707,-0.26780408,3112.469,
56,B0005,57,45,-1,92.42220118,-0.56640217,24,0.065834449,2,2.7,10805.375,-0.453,3083.984,-18.798,29.24237785,-0.13218342,3089.828,38.83927283,-0.12565424,3093.672,
57,B0005,58,44,-1,92.13816005,-0.28404113,24,0.068764633,2,2.7,10685.968,-119.407,3074.25,-9.734,29.19441008,-0.04796777,3051.562,38.82796378,-0.01130905,3084,
58,B0005,59,43,-1,91.89475137,-0.24340868,24,0.068923009,2,2.7,10588.64,-97.328,3065.812,-8.438,29.65122583,0.45681575,3048.937,39.14007945,0.31211567,3085.25,
59,B0005,60,42,-1,91.5875329,-0.30721847,24,0.068648462,2,2.7,10736.094,147.454,3055.89,-9.922,29.59298325,-0.05824258,3005.625,39.3496116,0.20953215,3065.531,
60,B0005,61,41,-1,91.27882264,-0.30871026,24,0.069130869,2,2.7,9790.859,-945.235,3045.906,-9.984,29.51162109,-0.08136216,3033.984,39.29444536,-0.05516624,3055.562,
61,B0005,62,40,-1,90.75757206,-0.52125058,24,0.068594555,2,2.7,10274.359,483.5,3028.437,-17.469,29.36745916,-0.14416193,3017.719,39.10487658,-0.18956878,3047.641,
62,B0005,63,39,-1,90.19582575,-0.56174631,24,0.068715708,2,2.7,10711.063,436.704,3009.75,-18.687,29.23737727,-0.13008189,2913.172,39.04626094,-0.05861564,3029.11,
63,B0005,64,38,-1,90.20094773,0.00512198,24,0.068535361,2,2.7,10806.015,94.952,3009.891,0.141,29.66066035,0.42328308,2956.843,39.39803219,0.35177125,3019.547,
64,B0005,65,37,-1,89.61635599,-0.58459174,24,0.068932843,2,2.7,10481.047,-324.968,2991.297,-18.594,29.68599474,0.02533439,2947.297,39.10678394,-0.29124825,3010.703,
65,B0005,66,36,-1,89.36305467,-0.25330132,24,0.069330325,2,2.7,10153.36,-327.687,2982.094,-9.203,29.59730563,-0.08868911,2888.203,39.44448954,0.3377056,3001.391,
66,B0005,67,35,-1,89.08512058,-0.27793409,24,0.068814297,2,2.7,10662.468,509.108,2972.969,-9.125,29.46753663,-0.129769,2888.953,39.50960202,0.06511248,2992.25,
67,B0005,68,34,-1,88.48181591,-0.60330467,24,0.068839314,2,2.7,10494.625,-167.843,2953.235,-19.734,29.38033885,-0.08719778,2840.75,39.33486536,-0.17473666,2972.5,
68,B0005,69,33,-1,88.22348186,-0.25833405,24,0.068638924,2,2.7,10467.75,-26.875,2944.437,-8.798,29.43349609,0.05315724,2859.625,39.4372327,0.10236734,2963.75,
69,B0005,70,32,-1,87.94754128,-0.27594058,24,0.069067345,2,2.7,9904.406,-563.344,2935.125,-9.312,29.47859494,0.04509885,2843.328,39.51375236,0.07651966,2944.703,
70,B0005,71,31,-1,87.67917699,-0.26836429,24,0.068300062,2,2.7,10805.656,901.25,2926.391,-8.734,29.48550882,0.00691388,2817.906,39.60170303,0.08795067,2936.11,
71,B0005,72,30,-1,87.37605584,-0.30312115,24,0.069632674,2,2.7,10777.328,-28.328,2916.141,-10.25,29.46840138,-0.01710744,2813.734,39.6874636,0.08576057,2935.422,
72,B0005,73,29,-1,86.79432149,-0.58173435,24,0.069022988,2,2.7,10745.86,-31.468,2896.813,-19.328,29.44580647,-0.02259491,2759.953,39.53535076,-0.15211284,2906.547,
73,B0005,74,28,-1,86.53778753,-0.25653396,24,0.068583285,2,2.7,10806.781,60.921,2888.188,-8.625,29.46135445,0.01554798,2747.344,39.65023716,0.1148864,2907.656,
74,B0005,75,27,-1,86.26582682,-0.27196071,24,0.070140701,2,2.7,10806.594,-0.187,2879.344,-8.844,29.41937193,-0.04198252,2759.922,39.69929058,0.04905342,2898.687,
75,B0005,76,26,-1,85.6655,-0.60032682,24,0.06979118,2,2.7,10429.547,-377.047,2859.735,-19.609,29.36719582,-0.05217611,2693.782,39.5607631,-0.13852748,2879.125,
76,B0005,77,25,-1,85.41878491,-0.24671509,24,0.069908363,2,2.7,10807.094,377.547,2850.703,-9.032,29.2971034,-0.07009242,2684.344,39.63708096,0.07631786,2869.984,
77,B0005,78,24,-1,85.37321896,-0.04556595,24,0.072277178,2,2.7,10719.016,-88.078,2849.829,-0.874,29.54828984,0.25118644,2669.547,39.43977048,-0.19731048,2869.219,
78,B0005,79,23,-1,85.94329115,0.57007219,24,0.074645994,2,2.7,10806.437,87.421,2868.672,18.843,29.56109561,0.01280577,2671.781,39.83902226,0.39925178,2887.953,
79,B0005,80,22,-1,84.82309964,-1.12019151,24,0.075058437,2,2.7,10805.265,-1.172,2831.969,-36.703,29.01964711,-0.5414485,2624.109,39.4179495,-0.42107276,2851.297,
80,B0005,81,21,-1,84.29370313,-0.52939651,24,0.075923792,2,2.7,10208.062,-597.203,2813.594,-18.375,28.88550119,-0.13414592,2612.781,39.26278168,-0.15516782,2823.235,
81,B0005,82,20,-1,84.01704907,-0.27665406,24,0.075628896,2,2.7,10807.219,599.157,2804.281,-9.313,29.1959074,0.31040621,2621.688,39.4723784,0.20959672,2823.609,
82,B0005,83,19,-1,84.00173087,-0.0153182,24,0.074839229,2,2.7,10805.906,-1.313,2803.453,-0.828,29.78164274,0.58573534,2607.172,40.03754147,0.56516307,2822.734,
83,B0005,84,18,-1,83.74359751,-0.25813336,24,0.074454194,2,2.7,10655.937,-149.969,2795.047,-8.406,29.71020973,-0.07143301,2589.781,40.14273016,0.10518869,2814.313,
84,B0005,85,17,-1,83.43035835,-0.31323916,24,0.077069356,2,2.7,10117.172,-538.765,2784.719,-10.328,29.58766933,-0.1225404,2587.656,40.11656267,-0.02616749,2804.031,
85,B0005,86,16,-1,82.85736718,-0.57299117,24,0.076095696,2,2.7,10805.86,688.688,2766.078,-18.641,29.2642577,-0.32341163,2555.813,39.87503331,-0.24152936,2785.421,
86,B0005,87,15,-1,82.3013526,-0.55601458,24,0.07648289,2,2.7,10806.328,0.468,2747.75,-18.328,29.16683207,-0.09742563,2522.5,39.61961987,-0.25541344,2757.469,
87,B0005,88,14,-1,82.33426447,0.03291187,24,0.077411245,2,2.7,10744.828,-61.5,2748.109,0.359,29.64168247,0.4748504,2530.734,40.06732467,0.4477048,2767.359,
88,B0005,89,13,-1,82.01764839,-0.31661608,24,0.076920277,2,2.7,10804.797,59.969,2738.234,-9.875,29.8408332,0.19915073,2512.547,40.24716717,0.1798425,2757.562,
89,B0005,90,12,-1,81.73963243,-0.27801596,24,0.077351702,2,2.7,10802.578,-2.219,2728.906,-9.328,29.68364728,-0.15718592,2566.375,40.30253126,0.05536409,2748.297,
90,B0005,91,11,-1,86.49769889,4.75806646,24,0.076150921,2,2.7,10544.453,-258.125,2811.422,82.516,30.29918766,0.61554038,2628.125,40.52238496,0.2198537,2830.687,
91,B0005,92,10,-1,84.23699117,-2.26070772,24,0.075189717,2,2.7,10701.125,156.672,2783.719,-27.703,30.15965136,-0.1395363,2574.328,40.56886357,0.04647861,2803.062,
92,B0005,93,9,-1,83.38820438,-0.84878679,24,0.076046399,2,2.7,10805.813,104.688,2755.687,-28.032,29.92261931,-0.23703205,2517.438,40.27804846,-0.29081511,2775.094,
93,B0005,94,8,-1,82.54166153,-0.84654285,24,0.076207923,2,2.7,10693.438,-112.375,2745.984,-9.703,29.78904227,-0.13357704,2537.375,40.29218492,0.01413646,2765.297,
94,B0005,95,7,-1,82.24956494,-0.29209659,24,0.076031158,2,2.7,10708.406,14.968,2728.125,-17.859,29.73961719,-0.04942508,2494.469,40.18438435,-0.10780057,2747.437,
95,B0005,96,6,-1,81.71115434,-0.5384106,24,0.077937531,2,2.7,10805.297,96.891,2718.797,-9.328,29.81745193,0.07783474,2500.562,40.32006623,0.13568188,2738.218,
96,B0005,97,5,-1,81.43861246,-0.27254188,24,0.07732083,2,2.7,10363.61,-441.687,2708.922,-9.875,29.80497465,-0.01247728,2488.891,40.33650561,0.01643938,2728.25,
97,B0005,98,4,-1,81.15131184,-0.28730062,24,0.077563225,2,2.7,10805.094,441.484,2700.422,-8.5,29.81518661,0.01021196,2451.735,40.43267632,0.09617071,2719.75,
98,B0005,99,3,-1,80.88098717,-0.27032467,24,0.078899734,2,2.7,10805.5,0.406,2681.141,-19.281,29.83668457,0.02149796,2440.671,40.31453859,-0.11813773,2700.485,
99,B0005,100,2,-1,80.30457887,-0.5764083,24,0.077879428,2,2.7,10806.844,1.344,2672.343,-8.798,29.86347404,0.02678947,2411.422,40.38666186,0.07212327,2691.656,
100,B0005,101,1,-1,80.03654471,-0.26803416,24,0.078141817,2,2.7,10367.906,-438.938,2662.828,-9.515,29.84787987,-0.01559417,2405.125,40.43384613,0.04718427,2682.156,
101,B0005,102,0,-1,79.74272604,-0.29381867,24,0.078519711,2,2.7,10806.719,438.813,2653.047,-9.781,29.81744505,-0.03043482,2391.234,40.44479269,0.01094656,2672.344,
102,B0005,103,-1,-1,79.46240682,-0.28031922,24,0.078584839,2,2.7,10043.172,-763.547,2672.11,19.063,30.04088636,0.22344131,2365.437,40.58499656,0.14020387,2691.36,
103,B0005,104,-2,-1,80.03844153,0.57603471,24,0.078166229,2,2.7,10569.812,526.64,2690.329,18.219,30.48411902,0.44323266,2447.344,40.99869159,0.41369503,2709.704,
104,B0005,105,-3,-1,80.58723227,0.54879074,24,0.078408698,2,2.7,9917.203,-652.609,2662.953,-27.376,30.32099329,-0.16312573,2402.89,40.99780763,-0.00088396,2682.297,
105,B0005,106,-4,-1,79.76356737,-0.8236649,24,0.078786121,2,2.7,10317.406,400.203,2643.344,-19.609,30.15499655,-0.16599674,2382.078,40.84213757,-0.15567006,2662.719,
106,B0005,107,-5,-1,79.16855834,-0.59500903,24,0.080383888,2,2.7,10806.109,488.703,2615.297,-28.047,29.97682929,-0.17816726,2355.125,40.69012464,-0.15201293,2634.64,
107,B0005,108,-6,-1,78.31462854,-0.8539298,24,0.078563276,2,2.7,10041.921,-764.188,2614.86,-0.437,30.08507492,0.10824563,2343.734,40.6993805,0.00925586,2634.157,
108,B0005,109,-7,-1,78.32782439,0.01319585,24,0.080027433,2,2.7,10719.281,677.36,2616.5,1.64,30.38820165,0.30312673,2332.453,41.06026204,0.36088154,2635.797,
109,B0005,110,-8,-1,78.3750935,0.04726911,24,0.079183376,2,2.7,10804.719,85.438,2606.5,-10,30.35093185,-0.0372698,2308.891,41.1969604,0.13669836,2625.781,
110,B0005,111,-9,-1,78.05289427,-0.32219923,24,0.079647104,2,2.7,10805.687,0.968,2587.782,-18.718,29.97632431,-0.37460754,2284.328,40.84446689,-0.35249351,2607.25,
111,B0005,112,-10,-1,77.49424645,-0.55864782,24,0.079537921,2,2.7,10011.406,-794.281,2577.828,-9.954,30.07248838,0.09616407,2263.484,40.76420383,-0.08026306,2597.234,
112,B0005,113,-11,-1,77.21277376,-0.28147269,24,0.079643706,2,2.7,10806.625,795.219,2577.938,0.11,30.33667195,0.26418357,2271.797,41.11212504,0.34792121,2597.313,
113,B0005,114,-12,-1,77.21010517,-0.00266859,24,0.07733665,2,2.7,10805.563,-1.062,2568.594,-9.344,30.48312885,0.1464569,2248.063,41.27256612,0.16044108,2587.922,
114,B0005,115,-13,-1,76.92294908,-0.28715609,24,0.079942462,2,2.7,10807.219,1.656,2559.688,-8.906,30.27485635,-0.2082725,2263.656,41.15574924,-0.11681688,2578.938,
115,B0005,116,-14,-1,76.64583677,-0.27711231,24,0.079646827,2,2.7,10805.547,-1.672,2550.109,-9.579,30.0358706,-0.23898575,2256.953,41.03237217,-0.12337707,2569.344,
116,B0005,117,-15,-1,76.35004777,-0.295789,24,0.080071811,2,2.7,10510.453,-295.094,2540.766,-9.343,30.03736524,0.00149464,2199.859,40.93726991,-0.09510226,2560.078,
117,B0005,118,-16,-1,76.07965521,-0.27039256,24,0.079892905,2,2.7,10202.781,-307.672,2540.797,0.031,30.35159106,0.31422582,2212.297,41.24070461,0.3034347,2560.047,
118,B0005,119,-17,-1,76.08878881,0.0091336,24,0.079148548,2,2.7,10140.859,-61.922,2531.672,-9.125,30.67648939,0.32489833,2221.844,41.43649988,0.19579527,2550.984,
119,B0005,120,-18,-1,75.82051768,-0.26827113,24,0.080926684,2,2.7,10340.672,199.813,2577.938,46.266,30.44810767,-0.22838172,2295.469,41.16703904,-0.26946084,2597.125,
120,B0005,121,-19,-1,77.20989824,1.38938056,24,0.080563979,2,2.7,10700.063,359.391,2587.047,9.109,30.60906522,0.16095755,2296.141,41.3621656,0.19512656,2606.344,
121,B0005,122,-20,-1,77.47184288,0.26194464,24,0.080201275,2,2.7,10628.938,-71.125,2549.656,-37.391,30.19378282,-0.4152824,2216.578,41.02198773,-0.34017787,2568.922,
122,B0005,123,-21,-1,76.34604477,-1.12579811,24,0.081852557,2,2.7,10807.109,178.171,2531.313,-18.343,29.93565783,-0.25812499,2216.687,40.78818813,-0.2337996,2550.547,
123,B0005,124,-22,-1,75.78729852,-0.55874625,24,0.081707522,2,2.7,10722.515,-84.594,2520.938,-10.375,29.88816713,-0.0474907,2213.468,40.81506139,0.02687326,2540.235,
124,B0005,125,-23,-1,75.47607178,-0.31122674,24,0.081770992,2,2.7,10772.969,50.454,2512.703,-8.235,29.86109541,-0.02707172,2183.25,40.85837422,0.04331283,2532.016,
125,B0005,126,-24,-1,75.23351937,-0.24255241,24,0.081770992,2,2.7,10745.719,-27.25,2503.203,-9.5,29.85961817,-0.00147724,2204.828,40.83987677,-0.01849745,2522.516,
126,B0005,127,-25,-1,74.94178378,-0.29173559,24,0.082399948,2,2.7,10807.094,61.375,2494.235,-8.968,29.76623046,-0.09338771,2179.5,40.85376069,0.01388392,2513.532,
127,B0005,128,-26,-1,74.66944038,-0.2723434,24,0.082695797,2,2.7,10113.641,-693.453,2483.906,-10.329,29.65906206,-0.1071684,2119.391,40.74795214,-0.10580855,2503.218,
128,B0005,129,-27,-1,74.35744841,-0.31199197,24,0.083291698,2,2.7,10585.812,472.171,2474.625,-9.281,29.6363128,-0.02274926,2130.625,40.68794001,-0.06001213,2493.89,
129,B0005,130,-28,-1,74.07733549,-0.28011292,24,0.083110383,2,2.7,10806.562,220.75,2466.015,-8.61,29.67494227,0.03862947,2126.469,40.78107495,0.09313494,2485.312,
130,B0005,131,-29,-1,73.82289732,-0.25443817,24,0.083754352,2,2.7,10805.281,-1.281,2466.094,0.079,29.66255999,-0.01238228,2131.265,40.8815934,0.10051845,2485.297,
131,B0005,132,-30,-1,73.82266862,-0.0002287,24,0.083082255,2,2.7,10733.391,-71.89,2455.953,-10.141,29.57491857,-0.08764142,2095.703,40.81191474,-0.06967866,2475.281,
132,B0005,133,-31,-1,73.51170256,-0.31096606,24,0.084118164,2,2.7,10805.547,72.156,2475.062,19.109,30.03897978,0.46406121,2127.016,41.11793533,0.30602059,2494.281,
133,B0005,134,-32,-1,74.08571701,0.57401445,24,0.081138881,2,2.7,10751.266,-54.281,2494.093,19.031,30.4492571,0.41027732,2160.828,41.24879536,0.13086003,2513.375,
134,B0005,135,-33,-1,74.66312454,0.57740753,24,0.078159597,2,2.7,10805.625,54.359,2465.063,-29.03,30.05145977,-0.39779733,2094.485,41.16242984,-0.08636552,2484.344,
135,B0005,136,-34,-1,73.78719555,-0.87592899,24,0.075180313,2,2.7,10806.672,1.047,2455.906,-9.157,29.83228996,-0.21916981,2103.844,41.16437555,0.00194571,2475.25,
136,B0005,137,-35,-1,73.51424952,-0.27294603,24,0.076041923,2,2.7,10502.453,-304.219,2437.203,-18.703,29.74920412,-0.08308584,2075.062,40.86421618,-0.30015937,2456.453,
137,B0005,138,-36,-1,72.9507796,-0.56346992,24,0.076731406,2,2.7,10689.219,186.766,2437.719,0.516,30.12501593,0.37581181,2113.328,41.25434554,0.39012936,2456.937,
138,B0005,139,-37,-1,72.96799788,0.01721828,24,0.076514409,2,2.7,10436.454,-252.765,2437.844,0.125,30.14200934,0.01699341,2061.157,41.45023192,0.19588638,2457.094,
139,B0005,140,-38,-1,72.97134934,0.00335146,24,0.074866151,2,2.7,10193.25,-243.204,2428.391,-9.453,29.84337505,-0.29863429,2079.688,41.27708509,-0.17314683,2447.687,
140,B0005,141,-39,-1,72.68107407,-0.29027527,24,0.076104194,2,2.7,10733.703,540.453,2419.218,-9.173,29.56448008,-0.27889497,2057.437,41.06460515,-0.21247994,2438.468,
141,B0005,142,-40,-1,72.40497182,-0.27610225,24,0.077783096,2,2.7,10647.812,-85.891,2409.547,-9.671,29.57431488,0.0098348,2047.781,40.99284868,-0.07175647,2428.922,
142,B0005,143,-41,-1,72.12499067,-0.27998115,24,0.077055254,2,2.7,10621.235,-26.577,2409.297,-0.25,29.92691734,0.35260246,2054.141,41.29040553,0.29755685,2428.656,
143,B0005,144,-42,-1,72.12085081,-0.00413986,24,0.077001674,2,2.7,9969.578,-651.657,2400.859,-8.438,29.76629416,-0.16062318,2042.5,41.22740228,-0.06300325,2420.156,
144,B0005,145,-43,-1,71.85648882,-0.26436199,24,0.077055656,2,2.7,10501.094,531.516,2391.469,-9.39,29.4627473,-0.30354686,1997.985,41.04619551,-0.18120677,2410.75,
